id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	always_hide	hide_tip	answer_width	random_group	em_validation_q	em_validation_q_tip
139		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
140		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
138		A	0	1	1	1 – Very low		en											
138		A	0	2	2	2		en											
138		A	0	3	3	3		en											
138		A	0	4	4	4 – Moderate		en											
138		A	0	5	5	5		en											
138		A	0	6	6	6		en											
138		A	0	7	7	7 – Very high		en											
141		Q	R	A04V2R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
141		A	0	A		Explanation A		en											
141		A	0	B		Explanation B		en											
141		A	0	C		Explanation C		en											
141		A	0	D		Explanation D		en											
142		Q	T	A04V2CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
143		G		P02V2	CONSENT == 'Y' && VERSION == 2	Argument 2 of 7		en											
144		Q	X	A03V2I	1	"<h2>Argument 2 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Evolution vs creation:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>That&#x27;s your best argument - &quot;Because they don&#x27;t&quot; ? I thought there was a reason for everything... I don&#x27;t see the squirrel outside my window evolving. In fact, I&#x27;m pretty sure squirrels have looked and acted the same for thousands of years. How does an animal aquire a trait that he wasn&#x27;t born with? Does he just wish for it really hard and it magically grows? And you proved my point - &quot;species have certain characteristics and properties&quot; I noticed you didn&#x27;t mention that their characteristics randomly change And by the way, I&#x27;m just wondering because I&#x27;m a curious person... what insects are you talking about?</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
145		Q	F	A03V2A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">That&#x27;s your best argument - &quot;Because they</span> don&#x27;t<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&quot; ? I thought there was a reason for everything.</span>.. I don&#x27;t <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">see the squirrel outside my window evolving</span>. In fact, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">I&#x27;</span>m pretty sure squirrels have looked and <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">acted the</span> same for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">thousands of years</span>. How does an animal aquire a trait that he wasn&#x27;t born with? <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">Does he just wish for it really hard and</span> it magically grows? <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">And you proved my point - &quot;species have certain</span> characteristics and properties&quot; I noticed you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">didn&#x27;t</span> mention that their characteristics <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">randomly change</span> And by <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the way, I&#x27;m</span> just wondering because I&#x27;m a <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">curious person</span>... what insects are you talking about?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
146		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
147		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
145		A	0	1	1	1 – Very low		en											
145		A	0	2	2	2		en											
145		A	0	3	3	3		en											
145		A	0	4	4	4 – Moderate		en											
145		A	0	5	5	5		en											
145		A	0	6	6	6		en											
145		A	0	7	7	7 – Very high		en											
148		Q	F	A03V2B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">That&#x27;s your best argument - &quot;Because they don&#x27;t&quot; ?</span> I thought there was a reason for everything... I don&#x27;t see the squirrel outside my window evolving. In fact, I&#x27;m pretty sure squirrels have looked and acted the same for thousands of years. How does an animal aquire a trait that he wasn&#x27;t born with? <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">Does he just wish for it really hard and it magically grows?</span> And you proved my point - &quot;species have certain characteristics and properties&quot; I noticed you didn&#x27;t mention that their characteristics randomly change And by the way, I&#x27;m just wondering because I&#x27;m a curious person... what insects are you talking about?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
149		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
150		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
148		A	0	1	1	1 – Very low		en											
148		A	0	2	2	2		en											
148		A	0	3	3	3		en											
148		A	0	4	4	4 – Moderate		en											
148		A	0	5	5	5		en											
148		A	0	6	6	6		en											
148		A	0	7	7	7 – Very high		en											
151		Q	F	A03V2C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">That&#x27;s your best argument - &quot;Because they don&#x27;t&quot; ? I thought there was a reason</span> for everything... I don&#x27;t see the squirrel outside my window evolving. In fact, I&#x27;m pretty sure squirrels have looked and acted the same for thousands of years. How does an animal aquire a trait that he wasn&#x27;t born with? Does he just wish for it <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">really hard and it magically grows? And you proved my point - &quot;species have certain characteristics and properties&quot; I</span> noticed you didn&#x27;t mention that their characteristics randomly change And by the way, I&#x27;m just wondering because I&#x27;m a curious person... what insects are you talking about?</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
152		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
153		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
151		A	0	1	1	1 – Very low		en											
151		A	0	2	2	2		en											
151		A	0	3	3	3		en											
151		A	0	4	4	4 – Moderate		en											
151		A	0	5	5	5		en											
151		A	0	6	6	6		en											
151		A	0	7	7	7 – Very high		en											
154		Q	F	A03V2D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">That&#x27;s your</span> best argument <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">- &quot;</span>Because they don<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&#x27;</span>t<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&quot; ? I</span> thought there <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">was a reason for</span> everything<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">... I</span> don<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&#x27;</span>t see <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">the squirrel</span> outside <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">my</span> window <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolving. In fact, I&#x27;</span>m pretty sure squirrels <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">have</span> looked <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and acted the</span> same <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">for thousands of years. How</span> does <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">an</span> animal <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">aquire a trait that he wasn&#x27;</span>t born <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">with?</span> Does he just wish <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">for</span> it really hard <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> it magically grows<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">? And</span> you proved my point <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">- &quot;</span>species <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">have</span> certain characteristics <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">and</span> properties<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&quot; I</span> noticed you didn<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">&#x27;</span>t mention <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">that their</span> characteristics randomly change <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">And by the way, I&#x27;</span>m just wondering because <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">I&#x27;</span>m <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">a curious</span> person<span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">... what insects are you talking about?</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
155		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
156		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
154		A	0	1	1	1 – Very low		en											
154		A	0	2	2	2		en											
154		A	0	3	3	3		en											
154		A	0	4	4	4 – Moderate		en											
154		A	0	5	5	5		en											
154		A	0	6	6	6		en											
154		A	0	7	7	7 – Very high		en											
157		Q	R	A03V2R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
157		A	0	A		Explanation A		en											
157		A	0	B		Explanation B		en											
157		A	0	C		Explanation C		en											
157		A	0	D		Explanation D		en											
158		Q	T	A03V2CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
159		G		P03V2	CONSENT == 'Y' && VERSION == 2	Argument 3 of 7		en											
160		Q	X	A06V2I	1	"<h2>Argument 3 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Evolution vs creation:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>sabrejimmy, I have not tried to prove ANYTHING. All i asked was for YOU to prove that we are not evolving. Not once did i say that we are still evolving. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, you are just avoiding something you cannot answer. So i say again, back up YOUR claim that we are not evolving. And the big bang is a red herring, we are talking about evolution, NOT Cosmology. It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
161		Q	F	A06V2A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>sabrejimmy, I have not tried to prove ANYTHING. All i asked was for YOU to prove that we are not evolving. Not once did i say that we are still evolving. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you are just avoiding something you cannot answer.</span> So i say again, back up YOUR claim that we are not evolving. And the big bang is a red herring, we are talking about evolution, NOT Cosmology. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">It looks like you are trying to steer the debate away from what it is because you cannot back up your claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
162		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
163		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
161		A	0	1	1	1 – Very low		en											
161		A	0	2	2	2		en											
161		A	0	3	3	3		en											
161		A	0	4	4	4 – Moderate		en											
161		A	0	5	5	5		en											
161		A	0	6	6	6		en											
161		A	0	7	7	7 – Very high		en											
164		Q	F	A06V2B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I have</span> not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">tried to prove ANYTHING. All</span> i asked was for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">YOU to prove that we are not evolving. Not once</span> did i say that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are still evolving. I have</span> not made any such assertions. So until you can show that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are not evolving with credible evidence, you are just avoiding something you</span> cannot answer. So i say again, back up YOUR claim that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are not evolving. And the big bang is a red herring, we are</span> talking about evolution, NOT Cosmology. It looks like you are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">trying to steer the debate</span> away from what it is because you cannot back up your claims.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
165		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
166		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
164		A	0	1	1	1 – Very low		en											
164		A	0	2	2	2		en											
164		A	0	3	3	3		en											
164		A	0	4	4	4 – Moderate		en											
164		A	0	5	5	5		en											
164		A	0	6	6	6		en											
164		A	0	7	7	7 – Very high		en											
167		Q	F	A06V2C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I</span> have not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">tried</span> to prove ANYTHING. All <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> asked was for <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">YOU</span> to prove that we are not <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolving.</span> Not once did <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i</span> say that we are still evolving. I have <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">not made any</span> such assertions. So <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">until you</span> can show that we are not evolving with credible evidence, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">you are just avoiding something you</span> cannot answer. So <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">i say again,</span> back up YOUR claim that we are not evolving. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">And the big bang is a red</span> herring, we are talking about <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolution, NOT Cosmology. It looks</span> like you are trying to steer the debate away from <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">what</span> it is <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">because</span> you cannot <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">back</span> up your <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">claims.</span></div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
168		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
169		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
167		A	0	1	1	1 – Very low		en											
167		A	0	2	2	2		en											
167		A	0	3	3	3		en											
167		A	0	4	4	4 – Moderate		en											
167		A	0	5	5	5		en											
167		A	0	6	6	6		en											
167		A	0	7	7	7 – Very high		en											
170		Q	F	A06V2D	1	"<h4 style=""margin-bottom:8px;"">Explanation D</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div><span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sabrejimmy, I have not tried to prove</span> ANYTHING. All i asked was for YOU to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">prove</span> that we <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">are not evolving. Not once did i say that</span> we are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">still evolving</span>. I have not made any such assertions. So until you can show that we are not evolving with credible evidence, you are <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">just avoiding</span> something you cannot answer. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">So i say again, back up YOUR claim</span> that we are not evolving. <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">And the big bang is a red herring,</span> we are talking about <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">evolution</span>, NOT <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">Cosmology. It looks</span> like you are trying to steer the debate away from what it is because you cannot back up your claims.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
171		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
172		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
170		A	0	1	1	1 – Very low		en											
170		A	0	2	2	2		en											
170		A	0	3	3	3		en											
170		A	0	4	4	4 – Moderate		en											
170		A	0	5	5	5		en											
170		A	0	6	6	6		en											
170		A	0	7	7	7 – Very high		en											
173		Q	R	A06V2R	1	Rank the four explanations from best to worst according to how well they localize the reasons for this argument's inappropriateness overall. Consider both completeness and precision.		en		Y				0	1				
173		A	0	A		Explanation A		en											
173		A	0	B		Explanation B		en											
173		A	0	C		Explanation C		en											
173		A	0	D		Explanation D		en											
174		Q	T	A06V2CMT	1	Optional: Briefly mention anything that influenced your ranking or was difficult to evaluate.		en		N				0	1				
175		G		P04V2	CONSENT == 'Y' && VERSION == 2	Argument 4 of 7		en											
176		Q	X	A07V2I	1	"<h2>Argument 4 of 7</h2><div style=""border:1px solid #d0d5dd;border-left:5px solid #2e90fa;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Discussion issue</div>
  <div>Will cigarettes finally become illegal?:</div>
</div><div style=""border:1px solid #d0d5dd;border-left:5px solid #667085;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands of patients with cigarette-induced cancer. i dont think that is a loss of money. it would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you who support cigarette legality are losers.</div>
</div>
<p style=""margin-top:12px;""><strong>Reminder:</strong> For this task, treat the argument as inappropriate and evaluate how well each explanation identifies passages that could reasonably explain that label.</p>
"		en		N				0	1				
177		Q	F	A07V2A	1	"<h4 style=""margin-bottom:8px;"">Explanation A</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">answer, if cigarettes were made</span> illegal, <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">it would save countless peoples&#x27; health and lives. it would save hospitals thousands of patients with cigarette-induced cancer</span>. i dont think that is a loss of money. it <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">would only save lives and money. besides, cigarette industry deserves to crash. i would</span> love to see that day. all those sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">who support cigarette legality are losers</span>.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
178		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
179		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
177		A	0	1	1	1 – Very low		en											
177		A	0	2	2	2		en											
177		A	0	3	3	3		en											
177		A	0	4	4	4 – Moderate		en											
177		A	0	5	5	5		en											
177		A	0	6	6	6		en											
177		A	0	7	7	7 – Very high		en											
180		Q	F	A07V2B	1	"<h4 style=""margin-bottom:8px;"">Explanation B</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s answer, if cigarettes were made illegal, it would save countless peoples&#x27; health and lives. it would save hospitals thousands <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of patients with cigarette-induced cancer. i dont think that is a loss of money. it</span> would only save lives and money. besides, cigarette industry deserves to crash. i would love to see that day. all those <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">sleaseballs selling death deserve to be jobless. not teachers and medics and firefighters. those of you who support cigarette</span> legality are losers.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
181		SQ	0	COM	1	Completeness: How completely do the highlighted spans cover the parts of the argument that could reasonably explain why it is inappropriate?		en											
182		SQ	0	PRE	1	Precision: How precisely do the highlighted spans focus on those parts without including unnecessary or unrelated text?		en											
180		A	0	1	1	1 – Very low		en											
180		A	0	2	2	2		en											
180		A	0	3	3	3		en											
180		A	0	4	4	4 – Moderate		en											
180		A	0	5	5	5		en											
180		A	0	6	6	6		en											
180		A	0	7	7	7 – Very high		en											
183		Q	F	A07V2C	1	"<h4 style=""margin-bottom:8px;"">Explanation C</h4><div style=""border:1px solid #d0d5dd;border-left:5px solid #d4a72c;border-radius:7px;
            padding:15px 17px;margin:12px 0;background:#ffffff;line-height:1.65;"">
  <div style=""font-weight:700;margin-bottom:7px;"">Highlighted argument</div>
  <div>in response to another person&#x27;s <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">answer,</span> if cigarettes <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">were</span> made illegal, it would save <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">countless</span> peoples&#x27; <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">health and</span> lives. it would save hospitals thousands <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of patients with cigarette-induced cancer.</span> i <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">dont think that</span> is <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">a</span> loss <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">of</span> money. it would only save lives and money. besides, cigarette <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">industry deserves to</span> crash. i would <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">love</span> to <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">see</span> that <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">day. all</span> those sleaseballs selling death <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">deserve</span> to be jobless. not teachers and medics and firefighters. those of you who <span style=""background-color:#fff1a8;padding:1px 3px;border-radius:3px;font-weight:600;"">support cigarette</span> legality are losers.</div>
</div><p style=""margin-top:10px;"">Rate this explanation on both criteria.</p>"		en		Y				0	1				
