global_row_id,method_id,post_id,issue,post_text,spans_json,raw_spans_json,word_boundary_changed,word_boundary_fallback_used,survey_n_model_tokens,survey_n_selected_tokens_raw,survey_n_selected_tokens_postprocessed,survey_masked_token_ratio_raw,survey_masked_token_ratio_postprocessed,survey_masked_token_ratio_delta,prob_drop,masked_token_ratio,p_inappropriate_original,p_inappropriate_masked
1949,shap,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 0, ""end"": 3, ""text"": ""Nah""}, {""start"": 5, ""end"": 50, ""text"": ""they can't even organize their damned streets""}, {""start"": 66, ""end"": 69, ""text"": ""the""}, {""start"": 111, ""end"": 139, ""text"": ""and defecate in - the Ganges""}, {""start"": 159, ""end"": 163, ""text"": ""poor""}, {""start"": 171, ""end"": 188, ""text"": ""can't even manage""}, {""start"": 227, ""end"": 230, ""text"": ""I'm""}, {""start"": 240, ""end"": 243, ""text"": ""get""}, {""start"": 244, ""end"": 258, ""text"": ""down-voted and""}, {""start"": 273, ""end"": 283, ""text"": ""everything""}, {""start"": 299, ""end"": 301, ""text"": ""is""}]","[{""start"": 0, ""end"": 3, ""text"": ""Nah""}, {""start"": 5, ""end"": 51, ""text"": ""they can't even organize their damned streets!""}, {""start"": 66, ""end"": 69, ""text"": ""the""}, {""start"": 111, ""end"": 140, ""text"": ""and defecate in - the Ganges!""}, {""start"": 159, ""end"": 165, ""text"": ""poor -""}, {""start"": 171, ""end"": 174, ""text"": ""can""}, {""start"": 175, ""end"": 188, ""text"": ""t even manage""}, {""start"": 225, ""end"": 230, ""text"": ""! I'm""}, {""start"": 240, ""end"": 243, ""text"": ""get""}, {""start"": 249, ""end"": 258, ""text"": ""voted and""}, {""start"": 273, ""end"": 283, ""text"": ""everything""}, {""start"": 299, ""end"": 301, ""text"": ""is""}]",True,False,73,34,33,0.4657534246575342,0.4520547945205479,-0.0136986301369863,0.0018283128738403,0.4657534246575342,0.9984194040298462,0.996591091156006
1949,tfidf,954,India has the potential to lead the world:,"Nah, they can't even organize their damned streets! They bathe in the same river in which they bury their dead and defecate in - the Ganges! They're extremely poor - they can't even manage their own budget, much less a planet! I'm going to get down-voted and insulted, but everything I have written is the truth.","[{""start"": 0, ""end"": 15, ""text"": ""Nah, they can't""}, {""start"": 30, ""end"": 62, ""text"": ""their damned streets! They bathe""}, {""start"": 66, ""end"": 110, ""text"": ""the same river in which they bury their dead""}, {""start"": 171, ""end"": 216, ""text"": ""can't even manage their own budget, much less""}, {""start"": 240, ""end"": 267, ""text"": ""get down-voted and insulted""}, {""start"": 284, ""end"": 305, ""text"": ""I have written is the""}]","[{""start"": 0, ""end"": 13, ""text"": ""Nah, they can""}, {""start"": 30, ""end"": 62, ""text"": ""their damned streets! They bathe""}, {""start"": 66, ""end"": 110, ""text"": ""the same river in which they bury their dead""}, {""start"": 175, ""end"": 216, ""text"": ""t even manage their own budget, much less""}, {""start"": 240, ""end"": 267, ""text"": ""get down-voted and insulted""}, {""start"": 284, ""end"": 305, ""text"": ""I have written is the""}]",True,False,73,39,43,0.5342465753424658,0.589041095890411,0.0547945205479452,0.0011521577835083,0.5932203389830508,0.9984194040298462,0.997267246246338
2027,attention,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 0, ""end"": 31, ""text"": ""Christianity strives to promote""}, {""start"": 39, ""end"": 62, ""text"": ""morals and ethics. What""}, {""start"": 88, ""end"": 99, ""text"": ""Nothing. To""}, {""start"": 108, ""end"": 112, ""text"": ""that""}, {""start"": 131, ""end"": 149, ""text"": ""the ways of Christ""}, {""start"": 161, ""end"": 163, ""text"": ""is""}, {""start"": 176, ""end"": 193, ""text"": ""or not, Christ is""}, {""start"": 200, ""end"": 201, ""text"": ""a""}, {""start"": 217, ""end"": 219, ""text"": ""to""}, {""start"": 236, ""end"": 265, ""text"": ""atheist. For a ideology to be""}, {""start"": 309, ""end"": 319, ""text"": ""those that""}, {""start"": 329, ""end"": 340, ""text"": ""short of it""}]","[{""start"": 0, ""end"": 31, ""text"": ""Christianity strives to promote""}, {""start"": 39, ""end"": 62, ""text"": ""morals and ethics. What""}, {""start"": 86, ""end"": 99, ""text"": ""? Nothing. To""}, {""start"": 108, ""end"": 112, ""text"": ""that""}, {""start"": 131, ""end"": 150, ""text"": ""the ways of Christ,""}, {""start"": 161, ""end"": 163, ""text"": ""is""}, {""start"": 169, ""end"": 170, ""text"": "".""}, {""start"": 176, ""end"": 193, ""text"": ""or not, Christ is""}, {""start"": 200, ""end"": 201, ""text"": ""a""}, {""start"": 217, ""end"": 219, ""text"": ""to""}, {""start"": 236, ""end"": 265, ""text"": ""atheist. For a ideology to be""}, {""start"": 309, ""end"": 319, ""text"": ""those that""}, {""start"": 329, ""end"": 341, ""text"": ""short of it.""}]",True,False,69,41,37,0.5942028985507246,0.5362318840579711,-0.05797101449275355,0.0421057939529418,0.5942028985507246,0.9985132813453674,0.9564074873924256
2027,ig,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 0, ""end"": 12, ""text"": ""Christianity""}, {""start"": 24, ""end"": 31, ""text"": ""promote""}, {""start"": 46, ""end"": 67, ""text"": ""and ethics. What does""}, {""start"": 88, ""end"": 107, ""text"": ""Nothing. To believe""}, {""start"": 151, ""end"": 169, ""text"": ""what harm is there""}, {""start"": 191, ""end"": 193, ""text"": ""is""}, {""start"": 209, ""end"": 216, ""text"": ""example""}, {""start"": 236, ""end"": 259, ""text"": ""atheist. For a ideology""}, {""start"": 293, ""end"": 308, ""text"": ""really piss off""}, {""start"": 338, ""end"": 340, ""text"": ""it""}]","[{""start"": 0, ""end"": 12, ""text"": ""Christianity""}, {""start"": 24, ""end"": 31, ""text"": ""promote""}, {""start"": 46, ""end"": 67, ""text"": ""and ethics. What does""}, {""start"": 88, ""end"": 107, ""text"": ""Nothing. To believe""}, {""start"": 149, ""end"": 170, ""text"": "", what harm is there.""}, {""start"": 191, ""end"": 193, ""text"": ""is""}, {""start"": 209, ""end"": 216, ""text"": ""example""}, {""start"": 236, ""end"": 259, ""text"": ""atheist. For a ideology""}, {""start"": 293, ""end"": 308, ""text"": ""really piss off""}, {""start"": 338, ""end"": 341, ""text"": ""it.""}]",True,False,69,29,26,0.42028985507246375,0.37681159420289856,-0.04347826086956519,0.0191947817802429,0.4202898550724637,0.9985132813453674,0.9793184995651244
2027,llm,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 58, ""end"": 95, ""text"": ""What does atheism contribute? Nothing""}, {""start"": 300, ""end"": 340, ""text"": ""piss off those that fall way short of it""}]","[{""start"": 58, ""end"": 96, ""text"": ""What does atheism contribute? Nothing.""}, {""start"": 300, ""end"": 341, ""text"": ""piss off those that fall way short of it.""}]",True,False,69,17,15,0.2463768115942029,0.21739130434782608,-0.02898550724637683,5.4776668548583984e-05,0.2463768115942029,0.9985132813453674,0.9984585046768188
2027,mil,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 236, ""end"": 340, ""text"": ""atheist. For a ideology to be better than any human must really piss off those that fall way short of it""}]","[{""start"": 236, ""end"": 341, ""text"": ""atheist. For a ideology to be better than any human must really piss off those that fall way short of it.""}]",True,False,69,23,22,0.3333333333333333,0.3188405797101449,-0.014492753623188415,0.0001999735832214,0.3333333333333333,0.9985132813453674,0.998313307762146
2027,random,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 13, ""end"": 20, ""text"": ""strives""}, {""start"": 24, ""end"": 31, ""text"": ""promote""}, {""start"": 58, ""end"": 99, ""text"": ""What does atheism contribute? Nothing. To""}, {""start"": 108, ""end"": 123, ""text"": ""that one should""}, {""start"": 135, ""end"": 142, ""text"": ""ways of""}, {""start"": 161, ""end"": 163, ""text"": ""is""}, {""start"": 171, ""end"": 175, ""text"": ""Real""}, {""start"": 179, ""end"": 182, ""text"": ""not""}, {""start"": 191, ""end"": 193, ""text"": ""is""}, {""start"": 209, ""end"": 219, ""text"": ""example to""}, {""start"": 236, ""end"": 248, ""text"": ""atheist. For""}, {""start"": 260, ""end"": 265, ""text"": ""to be""}, {""start"": 278, ""end"": 281, ""text"": ""any""}, {""start"": 335, ""end"": 337, ""text"": ""of""}]","[{""start"": 13, ""end"": 20, ""text"": ""strives""}, {""start"": 24, ""end"": 31, ""text"": ""promote""}, {""start"": 58, ""end"": 99, ""text"": ""What does atheism contribute? Nothing. To""}, {""start"": 108, ""end"": 123, ""text"": ""that one should""}, {""start"": 135, ""end"": 142, ""text"": ""ways of""}, {""start"": 161, ""end"": 163, ""text"": ""is""}, {""start"": 171, ""end"": 175, ""text"": ""Real""}, {""start"": 179, ""end"": 183, ""text"": ""not,""}, {""start"": 191, ""end"": 193, ""text"": ""is""}, {""start"": 209, ""end"": 219, ""text"": ""example to""}, {""start"": 236, ""end"": 248, ""text"": ""atheist. For""}, {""start"": 260, ""end"": 265, ""text"": ""to be""}, {""start"": 278, ""end"": 281, ""text"": ""any""}, {""start"": 335, ""end"": 337, ""text"": ""of""}]",True,False,69,29,28,0.42028985507246375,0.4057971014492754,-0.01449275362318836,0.0008537173271179,0.4202898550724637,0.9985132813453674,0.9976595640182496
2027,shap,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 0, ""end"": 38, ""text"": ""Christianity strives to promote better""}, {""start"": 58, ""end"": 95, ""text"": ""What does atheism contribute? Nothing""}, {""start"": 151, ""end"": 160, ""text"": ""what harm""}, {""start"": 184, ""end"": 201, ""text"": ""Christ is still a""}, {""start"": 227, ""end"": 235, ""text"": ""than any""}, {""start"": 245, ""end"": 248, ""text"": ""For""}, {""start"": 273, ""end"": 314, ""text"": ""than any human must really piss off those""}]","[{""start"": 0, ""end"": 38, ""text"": ""Christianity strives to promote better""}, {""start"": 56, ""end"": 96, ""text"": "". What does atheism contribute? Nothing.""}, {""start"": 151, ""end"": 160, ""text"": ""what harm""}, {""start"": 184, ""end"": 201, ""text"": ""Christ is still a""}, {""start"": 227, ""end"": 235, ""text"": ""than any""}, {""start"": 243, ""end"": 248, ""text"": "". For""}, {""start"": 273, ""end"": 314, ""text"": ""than any human must really piss off those""}]",True,False,69,31,28,0.4492753623188406,0.4057971014492754,-0.04347826086956519,0.001759648323059,0.4492753623188406,0.9985132813453674,0.9967536330223083
2027,tfidf,1314,Christianity or atheism:,"Christianity strives to promote better morals and ethics. What does atheism contribute? Nothing. To believe that one should follow the ways of Christ, what harm is there. Real or not, Christ is still a better example to follow than any atheist. For a ideology to be better than any human must really piss off those that fall way short of it.","[{""start"": 13, ""end"": 99, ""text"": ""strives to promote better morals and ethics. What does atheism contribute? Nothing. To""}, {""start"": 113, ""end"": 160, ""text"": ""one should follow the ways of Christ, what harm""}, {""start"": 176, ""end"": 199, ""text"": ""or not, Christ is still""}, {""start"": 209, ""end"": 235, ""text"": ""example to follow than any""}, {""start"": 245, ""end"": 265, ""text"": ""For a ideology to be""}, {""start"": 288, ""end"": 314, ""text"": ""must really piss off those""}]","[{""start"": 13, ""end"": 99, ""text"": ""strives to promote better morals and ethics. What does atheism contribute? Nothing. To""}, {""start"": 113, ""end"": 160, ""text"": ""one should follow the ways of Christ, what harm""}, {""start"": 176, ""end"": 199, ""text"": ""or not, Christ is still""}, {""start"": 209, ""end"": 235, ""text"": ""example to follow than any""}, {""start"": 245, ""end"": 265, ""text"": ""For a ideology to be""}, {""start"": 288, ""end"": 314, ""text"": ""must really piss off those""}]",False,False,69,47,47,0.6811594202898551,0.6811594202898551,0.0,0.0026571750640869,0.6885245901639344,0.9985132813453674,0.9958561062812804
2076,attention,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 0, ""end"": 3, ""text"": ""Gay""}, {""start"": 13, ""end"": 15, ""text"": ""is""}, {""start"": 23, ""end"": 26, ""text"": ""God""}, {""start"": 36, ""end"": 69, ""text"": ""and a woman to populate the earth""}, {""start"": 104, ""end"": 112, ""text"": ""they are""}, {""start"": 128, ""end"": 136, ""text"": ""to their""}, {""start"": 147, ""end"": 161, ""text"": ""Obviously, not""}]","[{""start"": 0, ""end"": 3, ""text"": ""Gay""}, {""start"": 13, ""end"": 15, ""text"": ""is""}, {""start"": 21, ""end"": 26, ""text"": "". God""}, {""start"": 36, ""end"": 70, ""text"": ""and a woman to populate the earth.""}, {""start"": 104, ""end"": 112, ""text"": ""they are""}, {""start"": 128, ""end"": 136, ""text"": ""to their""}, {""start"": 145, ""end"": 162, ""text"": ""? Obviously, not.""}]",True,False,35,21,17,0.6,0.4857142857142857,-0.11428571428571427,0.0051162838935852,0.6,0.9984140396118164,0.9932977557182312
2076,ig,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 0, ""end"": 12, ""text"": ""Gay marriage""}, {""start"": 23, ""end"": 78, ""text"": ""God made man and a woman to populate the earth. How can""}, {""start"": 101, ""end"": 112, ""text"": ""if they are""}, {""start"": 137, ""end"": 145, ""text"": ""same sex""}]","[{""start"": 0, ""end"": 12, ""text"": ""Gay marriage""}, {""start"": 23, ""end"": 78, ""text"": ""God made man and a woman to populate the earth. How can""}, {""start"": 101, ""end"": 112, ""text"": ""if they are""}, {""start"": 137, ""end"": 146, ""text"": ""same sex?""}, {""start"": 161, ""end"": 162, ""text"": "".""}]",True,False,35,22,20,0.6285714285714286,0.5714285714285714,-0.05714285714285716,0.0010437965393066,0.6285714285714286,0.9984140396118164,0.9973702430725098
2076,llm,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 71, ""end"": 145, ""text"": ""How can human species survive if they are only attracted to their same sex""}, {""start"": 147, ""end"": 161, ""text"": ""Obviously, not""}]","[{""start"": 71, ""end"": 146, ""text"": ""How can human species survive if they are only attracted to their same sex?""}, {""start"": 147, ""end"": 162, ""text"": ""Obviously, not.""}]",True,False,35,19,17,0.5428571428571428,0.4857142857142857,-0.057142857142857106,0.0004690289497375,0.5428571428571428,0.9984140396118164,0.9979450106620787
2076,mil,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 40, ""end"": 161, ""text"": ""a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not""}]","[{""start"": 40, ""end"": 162, ""text"": ""a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.""}]",True,False,35,26,25,0.7428571428571429,0.7142857142857143,-0.02857142857142858,0.0009148716926574,0.7428571428571429,0.9984140396118164,0.9974991679191588
2076,random,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 0, ""end"": 12, ""text"": ""Gay marriage""}, {""start"": 16, ""end"": 31, ""text"": ""wrong. God made""}, {""start"": 36, ""end"": 63, ""text"": ""and a woman to populate the""}, {""start"": 71, ""end"": 78, ""text"": ""How can""}, {""start"": 93, ""end"": 161, ""text"": ""survive if they are only attracted to their same sex? Obviously, not""}]","[{""start"": 0, ""end"": 12, ""text"": ""Gay marriage""}, {""start"": 16, ""end"": 31, ""text"": ""wrong. God made""}, {""start"": 36, ""end"": 63, ""text"": ""and a woman to populate the""}, {""start"": 71, ""end"": 78, ""text"": ""How can""}, {""start"": 93, ""end"": 162, ""text"": ""survive if they are only attracted to their same sex? Obviously, not.""}]",True,False,35,29,28,0.8285714285714286,0.8,-0.02857142857142858,0.0308965444564819,0.8285714285714286,0.9984140396118164,0.9675174951553344
2076,shap,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 0, ""end"": 21, ""text"": ""Gay marriage is wrong""}, {""start"": 27, ""end"": 31, ""text"": ""made""}, {""start"": 40, ""end"": 47, ""text"": ""a woman""}, {""start"": 71, ""end"": 100, ""text"": ""How can human species survive""}, {""start"": 147, ""end"": 156, ""text"": ""Obviously""}, {""start"": 158, ""end"": 161, ""text"": ""not""}]","[{""start"": 0, ""end"": 22, ""text"": ""Gay marriage is wrong.""}, {""start"": 27, ""end"": 31, ""text"": ""made""}, {""start"": 40, ""end"": 47, ""text"": ""a woman""}, {""start"": 69, ""end"": 100, ""text"": "". How can human species survive""}, {""start"": 147, ""end"": 156, ""text"": ""Obviously""}, {""start"": 158, ""end"": 162, ""text"": ""not.""}]",True,False,35,17,14,0.4857142857142857,0.4,-0.08571428571428569,0.0041974782943725,0.4857142857142857,0.9984140396118164,0.9942165613174438
2076,tfidf,1610,Gay marriage right or wrong:,"Gay marriage is wrong. God made man and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not.","[{""start"": 0, ""end"": 15, ""text"": ""Gay marriage is""}, {""start"": 36, ""end"": 161, ""text"": ""and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not""}]","[{""start"": 0, ""end"": 15, ""text"": ""Gay marriage is""}, {""start"": 36, ""end"": 161, ""text"": ""and a woman to populate the earth. How can human species survive if they are only attracted to their same sex? Obviously, not""}]",False,False,35,29,29,0.8285714285714286,0.8285714285714286,0.0,0.0042141675949096,0.8666666666666667,0.9984140396118164,0.9941998720169068
2118,attention,1821,How can the us continue to allow people to go without food & health insurance? how to fix?:,"Because it would be thoroughly unfair to force people to pay for things they can't afford. Get real. ""Allow"" connotes freedom, which is all a government should give you. And that same ""allow"" is what permits anyone to make whatever they want out of themselves, purchase whatever they want. You'd have a gripe if you could phrase the question ""How can the US FORBID people from buying food or health insurance,"" but you can't.","[{""start"": 0, ""end"": 19, ""text"": ""Because it would be""}, {""start"": 31, ""end"": 40, ""text"": ""unfair to""}, {""start"": 54, ""end"": 56, ""text"": ""to""}, {""start"": 61, ""end"": 64, ""text"": ""for""}, {""start"": 72, ""end"": 82, ""text"": ""they can't""}, {""start"": 83, ""end"": 94, ""text"": ""afford. Get""}, {""start"": 102, ""end"": 107, ""text"": ""Allow""}, {""start"": 127, ""end"": 135, ""text"": ""which is""}, {""start"": 140, ""end"": 152, ""text"": ""a government""}, {""start"": 165, ""end"": 178, ""text"": ""you. And that""}, {""start"": 192, ""end"": 194, ""text"": ""is""}, {""start"": 215, ""end"": 217, ""text"": ""to""}, {""start"": 232, ""end"": 236, ""text"": ""they""}, {""start"": 246, ""end"": 248, ""text"": ""of""}, {""start"": 290, ""end"": 295, ""text"": ""You'd""}, {""start"": 296, ""end"": 308, ""text"": ""have a gripe""}, {""start"": 312, ""end"": 315, ""text"": ""you""}, {""start"": 322, ""end"": 332, ""text"": ""phrase the""}, {""start"": 347, ""end"": 357, ""text"": ""can the US""}, {""start"": 372, ""end"": 376, ""text"": ""from""}, {""start"": 389, ""end"": 391, ""text"": ""or""}, {""start"": 399, ""end"": 424, ""text"": ""insurance,\"" but you can't""}]","[{""start"": 0, ""end"": 19, ""text"": ""Because it would be""}, {""start"": 31, ""end"": 40, ""text"": ""unfair to""}, {""start"": 54, ""end"": 56, ""text"": ""to""}, {""start"": 61, ""end"": 64, ""text"": ""for""}, {""start"": 72, ""end"": 81, ""text"": ""they can'""}, {""start"": 83, ""end"": 94, ""text"": ""afford. Get""}, {""start"": 99, ""end"": 108, ""text"": "". \""Allow\""""}, {""start"": 125, ""end"": 135, ""text"": "", which is""}, {""start"": 140, ""end"": 152, ""text"": ""a government""}, {""start"": 165, ""end"": 178, ""text"": ""you. And that""}, {""start"": 184, ""end"": 185, ""text"": ""\""""}, {""start"": 190, ""end"": 194, ""text"": ""\"" is""}, {""start"": 215, ""end"": 217, ""text"": ""to""}, {""start"": 232, ""end"": 236, ""text"": ""they""}, {""start"": 246, ""end"": 248, ""text"": ""of""}, {""start"": 259, ""end"": 260, ""text"": "",""}, {""start"": 288, ""end"": 294, ""text"": "". You'""}, {""start"": 296, ""end"": 308, ""text"": ""have a gripe""}, {""start"": 312, ""end"": 315, ""text"": ""you""}, {""start"": 322, ""end"": 332, ""text"": ""phrase the""}, {""start"": 342, ""end"": 343, ""text"": ""\""""}, {""start"": 347, ""end"": 357, ""text"": ""can the US""}, {""start"": 372, ""end"": 376, ""text"": ""from""}, {""start"": 389, ""end"": 391, ""text"": ""or""}, {""start"": 399, ""end"": 425, ""text"": ""insurance,\"" but you can't.""}]",True,False,96,58,50,0.6041666666666666,0.5208333333333334,-0.08333333333333326,0.6407421827316284,0.6041666666666666,0.998636782169342,0.3578945994377136
2118,ig,1821,How can the us continue to allow people to go without food & health insurance? how to fix?:,"Because it would be thoroughly unfair to force people to pay for things they can't afford. Get real. ""Allow"" connotes freedom, which is all a government should give you. And that same ""allow"" is what permits anyone to make whatever they want out of themselves, purchase whatever they want. You'd have a gripe if you could phrase the question ""How can the US FORBID people from buying food or health insurance,"" but you can't.","[{""start"": 0, ""end"": 56, ""text"": ""Because it would be thoroughly unfair to force people to""}, {""start"": 77, ""end"": 99, ""text"": ""can't afford. Get real""}, {""start"": 127, ""end"": 132, ""text"": ""which""}, {""start"": 165, ""end"": 183, ""text"": ""you. And that same""}, {""start"": 223, ""end"": 231, ""text"": ""whatever""}, {""start"": 242, ""end"": 245, ""text"": ""out""}, {""start"": 290, ""end"": 295, ""text"": ""You'd""}, {""start"": 316, ""end"": 341, ""text"": ""could phrase the question""}, {""start"": 392, ""end"": 408, ""text"": ""health insurance""}, {""start"": 419, ""end"": 424, ""text"": ""can't""}]","[{""start"": 0, ""end"": 56, ""text"": ""Because it would be thoroughly unfair to force people to""}, {""start"": 81, ""end"": 102, ""text"": ""t afford. Get real. \""""}, {""start"": 125, ""end"": 132, ""text"": "", which""}, {""start"": 165, ""end"": 183, ""text"": ""you. And that same""}, {""start"": 223, ""end"": 231, ""text"": ""whatever""}, {""start"": 242, ""end"": 245, ""text"": ""out""}, {""start"": 259, ""end"": 260, ""text"": "",""}, {""start"": 288, ""end"": 295, ""text"": "". You'd""}, {""start"": 316, ""end"": 343, ""text"": ""could phrase the question \""""}, {""start"": 392, ""end"": 410, ""text"": ""health insurance,\""""}, {""start"": 419, ""end"": 425, ""text"": ""can't.""}]",True,False,96,44,37,0.4583333333333333,0.3854166666666667,-0.07291666666666663,0.0086560249328613,0.4583333333333333,0.998636782169342,0.9899807572364808
2118,llm,1821,How can the us continue to allow people to go without food & health insurance? how to fix?:,"Because it would be thoroughly unfair to force people to pay for things they can't afford. Get real. ""Allow"" connotes freedom, which is all a government should give you. And that same ""allow"" is what permits anyone to make whatever they want out of themselves, purchase whatever they want. You'd have a gripe if you could phrase the question ""How can the US FORBID people from buying food or health insurance,"" but you can't.","[{""start"": 91, ""end"": 99, ""text"": ""Get real""}, {""start"": 290, ""end"": 308, ""text"": ""You'd have a gripe""}]","[{""start"": 91, ""end"": 100, ""text"": ""Get real.""}, {""start"": 290, ""end"": 308, ""text"": ""You'd have a gripe""}]",True,False,96,9,8,0.09375,0.08333333333333333,-0.010416666666666671,0.0003362894058227,0.09375,0.998636782169342,0.9983004927635192
2118,mil,1821,How can the us continue to allow people to go without food & health insurance? how to fix?:,"Because it would be thoroughly unfair to force people to pay for things they can't afford. Get real. ""Allow"" connotes freedom, which is all a government should give you. And that same ""allow"" is what permits anyone to make whatever they want out of themselves, purchase whatever they want. You'd have a gripe if you could phrase the question ""How can the US FORBID people from buying food or health insurance,"" but you can't.","[{""start"": 65, ""end"": 245, ""text"": ""things they can't afford. Get real. \""Allow\"" connotes freedom, which is all a government should give you. And that same \""allow\"" is what permits anyone to make whatever they want out""}]","[{""start"": 65, ""end"": 245, ""text"": ""things they can't afford. Get real. \""Allow\"" connotes freedom, which is all a government should give you. And that same \""allow\"" is what permits anyone to make whatever they want out""}]",False,False,96,42,42,0.4375,0.4375,0.0,0.0001806616783142,0.4375,0.998636782169342,0.9984561204910278
2118,random,1821,How can the us continue to allow people to go without food & health insurance? how to fix?:,"Because it would be thoroughly unfair to force people to pay for things they can't afford. Get real. ""Allow"" connotes freedom, which is all a government should give you. And that same ""allow"" is what permits anyone to make whatever they want out of themselves, purchase whatever they want. You'd have a gripe if you could phrase the question ""How can the US FORBID people from buying food or health insurance,"" but you can't.","[{""start"": 11, ""end"": 16, ""text"": ""would""}, {""start"": 31, ""end"": 40, ""text"": ""unfair to""}, {""start"": 47, ""end"": 53, ""text"": ""people""}, {""start"": 91, ""end"": 94, ""text"": ""Get""}, {""start"": 142, ""end"": 159, ""text"": ""government should""}, {""start"": 165, ""end"": 173, ""text"": ""you. And""}, {""start"": 195, ""end"": 199, ""text"": ""what""}, {""start"": 208, ""end"": 214, ""text"": ""anyone""}, {""start"": 218, ""end"": 222, ""text"": ""make""}, {""start"": 232, ""end"": 241, ""text"": ""they want""}, {""start"": 249, ""end"": 259, ""text"": ""themselves""}, {""start"": 270, ""end"": 283, ""text"": ""whatever they""}, {""start"": 316, ""end"": 328, ""text"": ""could phrase""}, {""start"": 347, ""end"": 350, ""text"": ""can""}, {""start"": 355, ""end"": 357, ""text"": ""US""}, {""start"": 365, ""end"": 371, ""text"": ""people""}, {""start"": 377, ""end"": 383, ""text"": ""buying""}, {""start"": 399, ""end"": 408, ""text"": ""insurance""}, {""start"": 419, ""end"": 424, ""text"": ""can't""}]","[{""start"": 11, ""end"": 16, ""text"": ""would""}, {""start"": 31, ""end"": 40, ""text"": ""unfair to""}, {""start"": 47, ""end"": 53, ""text"": ""people""}, {""start"": 91, ""end"": 94, ""text"": ""Get""}, {""start"": 142, ""end"": 159, ""text"": ""government should""}, {""start"": 165, ""end"": 173, ""text"": ""you. And""}, {""start"": 195, ""end"": 199, ""text"": ""what""}, {""start"": 208, ""end"": 214, ""text"": ""anyone""}, {""start"": 218, ""end"": 222, ""text"": ""make""}, {""start"": 232, ""end"": 241, ""text"": ""they want""}, {""start"": 249, ""end"": 260, ""text"": ""themselves,""}, {""start"": 270, ""end"": 283, ""text"": ""whatever they""}, {""start"": 316, ""end"": 328, ""text"": ""could phrase""}, {""start"": 347, ""end"": 350, ""text"": ""can""}, {""start"": 355, ""end"": 357, ""text"": ""US""}, {""start"": 365, ""end"": 371, ""text"": ""people""}, {""start"": 377, ""end"": 383, ""text"": ""buying""}, {""start"": 399, ""end"": 410, ""text"": ""insurance,\""""}, {""start"": 419, ""end"": 425, ""text"": ""can't.""}]",True,False,96,32,28,0.3333333333333333,0.2916666666666667,-0.04166666666666663,0.0003013610839843,0.3333333333333333,0.998636782169342,0.9983354210853576
