global_row_id,post_id,split,issue,argument,Inappropriateness,p_inappropriate,llm_span_text,llm_char_start_original,llm_char_end_original,llm_char_start,llm_char_end,llm_confidence,llm_valid,llm_fixed_offsets,llm_error,model_name
1217,1744,train,Is porn wrong:,"Adrian Peterson? Are you my husband, seriously? If not then I'm sorry. Your name, along with your speech, have me convinced you are. Good one BTW.",1,0.9978693723678588,"Are you my husband, seriously?",17,47,17,47,0.95,True,False,,gemini-3-flash-preview
1218,1745,train,Is porn wrong:,"The argument that porn would expose one to the reality in life, and thus increasing one's maturity and prevent possible future sexual assaults, is totally crap.
porn is definitely wrong. after a dosage, the guilt of wasting ur time, wasting energy, wasting effort and not devoting urself to another thing and regretting that you should not have started would almost kill you. trust me.
its a road that shld not be taken, its as bad as smoking and dugs. i think the only reason its not banned in most developed countries is that they are facing an aging population.",1,0.9983155727386476,totally crap,147,159,147,159,0.9,True,False,,gemini-3-flash-preview
1263,1807,train,Do i have a case for small claims?:,"*shakes head in disbelief*  Why do people answer questions when they have absolutely no idea what they are talking about?

Don't bother consulting a lawyer on this one.  It would cost you too much.  This is exactly what small claims is designed for -- someone like you with a case small enough that lawyers should not be involved.

Sue.  On the complaint, spell out the facts of your case and then ask for alternative relief.  Meaning -- ask for the car to be put in your name.  Then put down that if the court denies you the car, that you are asking for all payments made on the car to be returned to you.  Assuming the facts as you have presented them are true, then the court will almost certainly grant you one fo these two remedies, possibly with interest.",1,0.997965693473816,*shakes head in disbelief*  Why do people answer questions when they have absolutely no idea what they are talking about?,0,121,0,121,0.9,True,False,,gemini-3-flash-preview
1279,1825,train,"If  the  ""amnesty"" bill gets passed, and illegal immigrants are only required to pay 3yrs of back taxes.....:","What they are talking about doing is not right. There are current laws on our books that would allow our govt to fine that illegal alien $250,000, plus incarceration, then deportation. Also, there are laws on our books that prohibit employers from hiring undocumented workers. They all need to follow the current laws.  

You are right. If you or I were to disobey the laws like these people are (employers as well as illegal aliens), we would be locked up for years.  It's just not right.",1,0.996601104736328,illegal alien,123,136,123,136,0.9,True,False,,gemini-3-flash-preview
1355,1943,train,Human growth and development should parents use spanking as an option to discipline:,I disagree on the parents use spaking as an option to dicipline because the childrens are not going to be scare of what their parents are going to them and also because if you do that to your childrens are learning what their parents show them and also because that is not going to help that much the childrens,1,0.998008668422699,the childrens are not going to be scare of what their parents are going to them,72,151,72,151,0.9,True,False,,gemini-3-flash-preview
1378,1974,train,"What about the bombings, rapings, illegal use of drugs by our children, or them being abducted & raped?:","Please note, there are quite a number of illegal immigrants in our prisons and jails, for rape, murder, drug smuggling and theft. Because they crossed the border illegally, it means that criminals also crossed the border. Without a system, anybody can come in, no matter how diseased or criminal.

Amazingly enough, not all law-breaking illegal immigrants are honest and hard-working people.",1,0.998432457447052,no matter how diseased or criminal,260,294,261,295,0.85,True,True,,gemini-3-flash-preview
1395,2004,train,Cmv: the term redskin is not equivalent to the n word.:,"Throughout the debate with the Washington Redskins I keep hearing the argument that a teamed named the Washington Redskins is the equivalent of having a team named the Detroit N*****s.

This to me is illogical: First off when has anyone every heard the word Redskin outside of talking about the professional football team? Has anyone used the word Redskin out of hate? I am not sure as to whether or not it is a racist term but I am going to assume it is. However, Redskin is not similar at all to using the N word just simply on how the word is used in context. 

CMV ",1,0.9977571368217468,Detroit N*****s,154,169,168,183,0.95,True,True,,gemini-3-flash-preview
1401,2015,train,Is enough being done to prevent species becoming exstinct?   stance: yes:,"In fairness, belief in evolution implies a necessary belief in extinction--it's not the pretty part, but it's a part of the package.
And while humans have a moral responsibility to moderate their impact on the natural world, we're doing more right now than any species ever has before. Would it be ""enough"" if it offset our impact--which is hardly ""natural""--or are we supposed to save every last species, however unfit?",1,0.9985141158103944,however unfit?,406,420,407,421,0.85,True,True,,gemini-3-flash-preview
1405,2020,train,Muslim integration in britian. bad or good?   stance: bad:,"The muslim integration within Britian is currently a problem. Both sides of the arguement (christians and muslims) are using the debate as a way to integrate more religious power within the country. This is why the archbishop of Canterbury decided to support the integration. Once islam is allowed to run a parallel law system within Britian there would be nothing keeping christianity from running a parallel law system. Its the classic situation that many parents face; you can't give to one child and not expect the other to want the same thing. Eventually there would be a whole spectrum of different law systems in Britian, which is both illegal and totally unneccesary. If a muslim wishes to be tried under Sharia law they can move to a country that has it as their primary law system.",1,0.9978996515274048,If a muslim wishes to be tried under Sharia law they can move to a country that has it as their primary law system.,672,787,676,791,0.9,True,True,,gemini-3-flash-preview
1406,2022,train,If jimmy carter's daring attempt to rescue us hostages in iran had not failed   stance: the us and therefore the world would be a much better place:,"Operation Eagle Claw failed due to adverse weather conditions in the desert causing damage to most of the helicopters attempting rescue of the US hostages held at the US Embassy in Iran, not due to poor planning or inadequacies by the military or the administration. Naturally Carter would've easily won re-election and Ray Gun would not have been elected. Since 1980, 20 of the 32 years have been republican presidencies and since 1968, 28 of the 44 years have been with a republican president.",1,0.7087544798851013,Ray Gun,314,321,320,327,0.9,True,True,,gemini-3-flash-preview
1421,2042,train,India has the potential to lead the world:,"I HAVE TO SAY BUT JUST 1 WORD: CORRUPTION, CORRUPTION & CORRUPTION........",1,0.9969907999038696,"CORRUPTION, CORRUPTION & CORRUPTION........",31,74,31,74,0.9,True,False,,gemini-3-flash-preview
1437,2061,train,Pro choice vs pro life:,"Pro-Life means the problem of overpopulation is being directly supplied, as well as many more crack-addicted/poverty ridden babies are born. Pro-Choice ftw",1,0.9984630346298218,crack-addicted/poverty ridden babies,94,130,94,130,0.9,True,False,,gemini-3-flash-preview
1489,2133,train,"If the government has the authority to kill people, they why do they say that they are against violence?:","The principle here is not that they are able to kill people but for what reason. The execution of a known felon who has him/herself murdered countless lives has forfeited his/her right to live under the eyes of the law. If he/she were to be set free and thus cause more deaths on the population it is justified to take his life for the general good. They are against violence, random and senseless violence that is. Sanctioned killings whereby a person has commited crimes deemed irreconcievable in the eyes of the community is not a crime nor hyprocracy but justified and necessary. As for war it depends on the reason, to the defence of life and country it is a noble cause, for an outster of a regime not friendly to a country that is selfcentered hyprocracy for a nation that cherishes life, liberty and the pursuit of happiness.",1,0.9981377124786376,selfcentered hyprocracy,712,735,738,761,0.7,True,True,,gemini-3-flash-preview
1492,2140,train,Obesity vs hunger?:,"i think it sounds like we are becoming an comunistic country trying to pass a law like that who does this country think it is to say what a person can or cant spend on food its helping our economy

there is more to obesity then buying to much food... some obese people dont eat much but what they are eating is junk and empty calories... some try to buy healthy and get things like slim fast full of preservitives and poisons....
some just dont exercise.. maybe we should pass a law for mandatory exercise!.... or health and nutrition classes... maybe we should stop selling a bunch of junk maybe we should make organic  and natural foods more affordable",1,0.9978017210960388,comunistic country,42,60,42,60,0.9,True,False,,gemini-3-flash-preview
1493,2141,train,What actions need to be taken if you would like to try to take away the rights of your childs other parent?:,"Proof that the other parent is a FELON or is commiting FELONIES right now.. You had a child with this person and you are going to have to SHARE parenting time with this person, unless you can prove in some way that this person is an unfit parent or is in the process of commiting crimes of some kind.. 

Truthfully, this person DESERVES to have parenting time and influence in the course that this child's life is going..",1,0.9984459280967712,FELONIES,55,63,55,63,0.95,True,False,,gemini-3-flash-preview
1520,2176,train,Type of music you dislike the most   stance: country or country & western:,Whatever most young people are listening to or MTV or Z100 plays. The trendy bullsh*t basically. Right now it is the insanely idiotic rap music with the constant references to money and cars and bullsh*t and fake gangsta crap. They are so corny they have those terrible songs that come wrapped together with some stupid ass dance like that little moron solja boy. Yeah that about sums it up.,1,0.9981476068496704,insanely idiotic,117,133,117,133,0.95,True,False,,gemini-3-flash-preview
1597,657,validation,Evolution vs creation:,Evolution is as likely as a tornado going through a junkyard and putting together a 747 Airplane.,1,0.9986799359321594,as likely as a tornado going through a junkyard and putting together a 747 Airplane,13,96,13,96,0.9,True,False,,gemini-3-flash-preview
1603,720,validation,Should news outlets first get government approval before reporting stories?:,"If 1/2 the schools in the US thinks yes, then teachers are not doing well in the history aspect of education. Now, these kids need to know their rights, and the rights of others. I thought schools get taught the Constitution and bill of rights. At least I would expect thee civil war to be mentioned before 6th grade, the rest would follow. Freedom of speech, FREEDOM OF PRESS, freedom of religion, and so on. With this knowledge one can understand why America is America and not new great Brittan or some British ruled country paying taxes on land we are not living and harvesting from. ( ha, nowadays, this country is doing all kinds of illegal activities. No wonder why 1/2 the youth is lost and confused)",1,0.9977685213088988,"( ha, nowadays, this country is doing all kinds of illegal activities. No wonder why 1/2 the youth is lost and confused)",584,704,588,708,0.9,True,True,,gemini-3-flash-preview
1631,1008,validation,Should physical education be mandatory in schools:,Gym class is a useless class that students waste time in. There should be a test and if people can not run a mile without stopping every couple feet they should join. There is also the fact people can join to get prepared for sports. Students should have that class time to use it towards their careers and not a class that is just there.,1,0.9981803894042968,useless class,15,28,15,28,0.9,True,False,,gemini-3-flash-preview
1670,1406,validation,"Business review: 1.0 stars
business name: ruby's diner. city: las vegas. categories: diners, restaurants, burgers, american (traditional):","THIS PLACE NOT ONLY HAS NASTY ASS BURGERS BUT THE SERVICE IS HORRIBLE!  

After i orderded people were waiting for over 40 minutes and there plane was boarding so they started yelling into the kitchen ""JUST GIVE ME WHAT U GOT!"" PUAHAHHAA  thats when i relized i should of went elsewhere...

I ordered the ruby burger i realized i may have missed ordered cause i realized there was no cheese with this burger, but come on plz put some mayo on my burger and dont over cook  my paddy!  I felt like i was eating a card board burger! SOOO nasty i only ate most of it cause i paid for it and i was hungry.  Fries were fries nothing special....

Wanted to go to burger king originally but the gate was closed to go there!

NEVER GOIN HERE AGAIN!",1,0.9959118366241456,NASTY ASS BURGERS,25,42,24,41,0.95,True,True,,gemini-3-flash-preview
1738,2011,validation,"Immigrayion   stance: the u.s. needs more strict, forceful immigration policies:","American politicians have turned a blind eye to illegal immigration for too long. Crime is rampant on the border states and illegals are taking our jobs. On top of that our tax money goes to pay for their childrens public education and ER visits. They don't pay into the system but steal from it. Their very status should say it all --illegal--
We need states to become more active in arresting illegals, more troops on the border, a fence, and a revision to citizenship ""those who are born here = automatic citizens.""",1,0.9985382556915284,steal from it,278,291,282,295,0.95,True,True,,gemini-3-flash-preview
1744,2081,validation,Gay marriage right or wrong:,"Is incestual marriage right or wrong? Does gay marriage include incestual homosexual marriage?
Which country legalized homosexual unions which lead to a lower marriage rate?",1,0.9972023963928224,Is incestual marriage right or wrong?,0,37,0,37,0.9,True,False,,gemini-3-flash-preview
1771,81,test,My brother is  @ a tx state prison he's broken his two front dentures and they do not want to fix them!?:,"No.  That is the beauty of the USA, you have no health care.  Why would it change if you had to go to jail while the rest of the public pays their hard earned money into taxes.  You brother is in a jail for a reason, maybe if he had contributed to society instead of commiting crimes he would not be in this situation.  Jail has no company benifits.",1,0.9978111386299132,"That is the beauty of the USA, you have no health care",5,59,5,59,0.9,True,False,,gemini-3-flash-preview
1822,333,test,Should physical education be mandatory in schools:,"Yes! and yes and yes and definately a god damn bloody yes.
Lack of physical education is the reason why your aunt or uncle is in hospital.
Lack of physical education is the reason why millions of people are fat.
Lack of physical education is the reason why you cannot sleep properly at times.
Lack of physical education is the reason why you are not having super great sex with your girlfriend(s)",1,0.9981828331947328,god damn bloody yes,38,57,38,57,0.9,True,False,,gemini-3-flash-preview
1873,573,test,Should newspapers that work against our war effort be tolerated?:,"Answer is NO! However, I think the bigger problem is finding out who leaks this information, there are a lot of Clinton era hold-overs.

Newspapers are in the business of bashing Bush, so they will do whatever it takes to hinder the war effort, and then hide behind freedom of the press. It is getting people killed, and prolonging the war by telling our enemy everything they need to know.",1,0.9986093044281006,bashing Bush,173,185,173,185,0.9,True,False,,gemini-3-flash-preview
1899,707,test,How many of you support capital punishment and why?:,"Capital punishment is simply the best law enforcement out there. Ask any country that has employed it. You'll find that their crime rates are MUCH lower than the USA's. This only applies if the nation is comfortable with it of course. 
On the other hand, its immoral for a man to take another's life no matter what the situation since you are assuming a position of superiority when you do so and every man on the earth is equal. Despite its effectiveness, there are multiple other alternatives to it and capital punishment should not be a first choice.

Its simply a matter of perspective in the end.The typical christian perspective goes against capital punishment and thats due to this christian country. 
The simple truth is that its effective but at the same time, from a biased perspective, its barbaric, immoral, and there are better, though not as effective, solutions.",1,0.992547571659088,"barbaric, immoral",751,768,805,822,0.9,True,True,,gemini-3-flash-preview
1921,791,test,India has the potential to lead the world:,this does not even make sense no one country should lead the world we all started together and thats the way it should end and everyone has there ways this is just not logical at all,1,0.9977723956108092,this does not even make sense,0,29,0,29,1.0,True,False,,gemini-3-flash-preview
1933,883,test,"Patriot act was passed unread, is anyone in congress of usa worth his or her salary ?:","We've got a bunch of Good Ole' Boys up there scratching each others' backs, making a living off of us and turning it into a career. Need to enact term limits of no longer than two terms in both House and Senate. 

Get those 80-yr old geysers outa there. They've already earned their lifetime pension and benefits.

Good people go to D.C. with good intentions, but they can't do anything by themselves. So in order to get their Bills passed, they have to help pass someone else's Bill that is established there and knows how the system works; the Good Ole' Boy System, that is. 

The Good Ole' Boys are just biding their time, keeping their system going and blocking everything else. They work for themselves. 

All incumbents -- OUT!",1,0.998407781124115,80-yr old geysers,223,240,226,243,0.9,True,True,,gemini-3-flash-preview
1951,965,test,Should physical education be mandatory in schools:,You are 100% right because I am in Pe and they make us wear these stupid outfits. I think they make us wear those so the Gay coaches can see our private parts. and PE is just Stupid,1,0.9982283711433412,Gay coaches can see our private parts,121,158,121,158,1.0,True,False,,gemini-3-flash-preview
1955,989,test,Gay marriage right or wrong:,HOMOSEXUALITY IS WRONG!!!! And I like this website but I don't find it very clear. This one is better : theworlddebating.com,1,0.9985758066177368,HOMOSEXUALITY IS WRONG!!!!,0,26,0,26,0.95,True,False,,gemini-3-flash-preview
1969,1029,test,Do you feel that child protective services are doing there job protecting children.?:,"i don't know where you're getting the idea they make tons of money from putting kids in foster care.  it COSTS the state tons of money.  my sister does this for a living and their departements are severly underfunded and understaffed.  the workers do what they can but sadly, until everyone gets it through to their local officals that they want money spent on protecting abused children instead of tax cuts and expanding roads the situation is not going to improve.  it's really sad.  my sister alone has about 50 cases and she's sposued to visit the foster home, the parents, supervise at least 1 visit and go to court monthly for each of them.  there's just not enough hours in a day.  each caseworker should only have about 20 cases but they don't have the funding to hire enough people.  i hope your situation works out.",1,0.993925392627716,i don't know where you're getting the idea,0,42,0,42,1.0,True,False,,gemini-3-flash-preview
1994,1154,test,Gay marriage right or wrong:,"Same sex marrage can couse a lot of contriverse, it puts peoples life at risk in extrem cases gay marrage has caused so much trouble pepole has resulted in murder and sucied",1,0.9906775951385498,resulted in murder and sucied,144,173,144,173,0.9,True,False,,gemini-3-flash-preview
1998,1183,test,"Bush n hitler,  same assholess, but with different shitt... comments??:","Lets see 
Hitler committed suicide in a bunker in Germany in 1945 which makes him DEAD.
President Bush is alive and well in the year 2006
Unless one of them can time travel its impossible for them to be the same a********.  I understand about the different s**t part.
I may never get to level 4 by answering all these types of questions but its starting to get less boring see ya",1,0.9985170960426332,impossible for them to be the same a********,180,224,180,224,0.9,True,False,,gemini-3-flash-preview
2007,1241,test,Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:,"Violence is perpetuated and caused by society.
Advertising reminds us of all the things we do not have and makes us feel inferior for not having them.
The news makes us distrust each other. Our distrust of each other causes us to treat each other not as people but as things to interact with.
We have people screaming at salesmen- why? Because we don't see them as the same as us. What makes a telemarketer so evil but the high pressure of modern living forcing them to not let you off the phone.
We kill because we feel upset with our own lives, we are frustrated because we are sent images of friends that we'll never have, products we can't afford, and movies full of lives we'll never live.
It's not video games, it's televison programming and society that cause this. There are fewer suicides in small farming communities than in large cities, and less murders, because people are more close knit and friendly to each other.",1,0.9979432225227356,We have people screaming at salesmen- why?,298,340,296,338,0.8,True,True,,gemini-3-flash-preview
2075,1609,test,Gay marriage right or wrong:,"The real issue is - why is the government involved in this issue at all? We take a personal, religious institution and regulate it, then the government comes back and wants to redefine it.
It should not be a political issue, because my personal, religious things should be separate from government regulation.
Marriage and the government should not mix. That solves the ""problem"".",1,0.9985483288764954,"""problem""",369,378,372,381,0.9,True,True,,gemini-3-flash-preview
2161,2021,test,Dogs or cats   stance: cats:,"Cats, definitely. They are independent. You don't have to take them everywhere you go and have to watch them and make sure they eat and use the facilities because they can't on their own.
Cats are amazing animals and pets. They aren't always happy like dogs are, almost to the point where they are too stupid to know the difference.
""Cats make you work for their affection, they don't sell-out like dogs do"" Jack Burns from Meet the Parents!
With cats, there is no cleaning up the yard, having to walk a dog and cleaning up their sh$t, no loud-ass barks in the middle of the night, no slobbering all over the place, no puppies pissing all over the floor, etc.
Cats are adorable creatures.
Dogs are...well....:sigh; dogs!",1,0.9969205856323242,sh$t,534,538,533,537,0.95,True,True,,gemini-3-flash-preview
2168,2062,test,Pro choice vs pro life:,"I dont want to say i officially have a position, but i want someone on the other side to answer this because i honestly just dont know:
if a 14 year old is raped (which, we have established, happens), and she then gets pregnant, but because she is 14, she will die if she has the baby, what is the pro life decision? is it then pro-life to have an abortion?
i just dont know and i want an answer from someone on the other side",1,0.9970978498458862,she will die if she has the baby,253,285,253,285,0.8,True,False,,gemini-3-flash-preview
2176,2097,test,Human growth and development should parents use spanking as an option to discipline:,The child is young and doesn't know what is wrong and what is right.,1,0.9911739230155944,doesn't know what is wrong and what is right,23,67,23,67,0.7,True,False,,gemini-3-flash-preview
2186,2153,test,"Cmv: the biggest problem with religion isn't the amount of violence waged in its name, but the amount of advancement in science and society that is stifled because of what some believe.:","Hope that didn't come out as too crazy sounding or confusing. But basically I was talking with my parents who are both vehemently religious and I made a realization that while religion does contribute to wars, the biggest problem that religion is that it prevents the spread of advancement in science, specifically in the fields of medicine, climate, and biology (with issues in climate change and evolution), and society, specifically with same-sex marriage, abortion, contraception, marijuana, et cetera.   ",1,0.9223753213882446,vehemently religious,119,139,119,139,0.95,True,False,,gemini-3-flash-preview
