post_id,source_dataset,issue,post_text,Inappropriateness,Toxic Emotions,Excessive Intensity,Emotional Deception,Missing Commitment,Missing Seriousness,Missing Openness,Missing Intelligibility,Unclear Meaning,Missing Relevance,Confusing Reasoning,Other Reasons,Detrimental Orthography,Reason Unclassified,fold0.0,split,global_row_id,p_appropriate,p_inappropriate,predicted_label
707,1,How many of you support capital punishment and why?:,"Capital punishment is simply the best law enforcement out there. Ask any country that has employed it. You'll find that their crime rates are MUCH lower than the USA's. This only applies if the nation is comfortable with it of course. 
On the other hand, its immoral for a man to take another's life no matter what the situation since you are assuming a position of superiority when you do so and every man on the earth is equal. Despite its effectiveness, there are multiple other alternatives to it and capital punishment should not be a first choice.

Its simply a matter of perspective in the end.The typical christian perspective goes against capital punishment and thats due to this christian country. 
The simple truth is that its effective but at the same time, from a biased perspective, its barbaric, immoral, and there are better, though not as effective, solutions.",1,1,1,0,1,0,1,1,1,1,0,0,0,0,TEST,test,1899,0.0074524418450891,0.992547571659088,LABEL_1
491,0,Evolution vs creation:,"What I meant was that in the situation, both moths were present at the time of the observation - both colored moths were on the trees to begin with...
""Then the darkness was selected for when the environment changed during the Industrial Revolution.""
-Who selects this mutation to occur? Does it just happen by good fortune?",1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRAIN,train,344,0.0019680939149111,0.9980319142341614,LABEL_1
1389,2,Kurt cobain's death   stance: murder:,"I feel that Kurt Cobain was murdered. Here are my reasons.
1. He had enough heroin in his system to kill an adult 3 times over.
2. The so called suicide note had evidence of being written by two different people. Kurt, himself, and another person.
3. Kurt Cobain's credit card was reported being used after his death.
4. There were no usable fingerprints on the weapon. I mean with all the heroin in his system he would not be coherent enough to put on gloves and then shoot himself.
Everyone is entitled to their opinions, but with this kind of evidence, I feel there is no question that he was murdered.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,TRAIN,train,965,0.0025425038766115,0.9974575638771056,LABEL_1
2176,2,Type of music you dislike the most   stance: country or country & western:,Whatever most young people are listening to or MTV or Z100 plays. The trendy bullsh*t basically. Right now it is the insanely idiotic rap music with the constant references to money and cars and bullsh*t and fake gangsta crap. They are so corny they have those terrible songs that come wrapped together with some stupid ass dance like that little moron solja boy. Yeah that about sums it up.,1,1,1,1,1,0,1,0,0,0,0,0,0,0,TRAIN,train,1520,0.0018523626495152,0.9981476068496704,LABEL_1
209,0,Gay marriage right or wrong:,"If being homosexual was natural then
1. There would only be possibly 6 people on the earth...meaning none of the people making up these sarcastic remakes would be around....heck I wouldn't be around
2. If homosexuality was natural then the butthole would be in the front part of the body.
Its never been accepted as ""natural"" by society only till now. So i'm pretty sure thousands of years of recorded human history have a little more weight than some piss ant liberal venting on how its unfair.",1,1,1,1,1,1,1,1,0,1,1,0,0,0,TRAIN,train,145,0.0015566110378131,0.9984434247016908,LABEL_1
2061,0,Pro choice vs pro life:,"Pro-Life means the problem of overpopulation is being directly supplied, as well as many more crack-addicted/poverty ridden babies are born. Pro-Choice ftw",1,1,1,1,1,1,1,0,0,0,0,0,0,0,TRAIN,train,1437,0.0015369759639725,0.9984630346298218,LABEL_1
989,0,Gay marriage right or wrong:,HOMOSEXUALITY IS WRONG!!!! And I like this website but I don't find it very clear. This one is better : theworlddebating.com,1,1,1,0,1,1,1,1,1,1,1,0,0,0,TEST,test,1955,0.0014241425087675,0.9985758066177368,LABEL_1
737,1,Do you believe standing during the pledge of allegiance should be mandatory??:,"i agree with you. unless maybe the person can't for a medical reason, etc. but other than that, yes. SHOW RESPECT FOR OUR COUNTRY! our brave soldiers are willing to go fight for america and risk their lives and some people in here are to lazy to get of their ass to pledge allegiance to the flag. i think its wrong. i will proudly stand for my country and do everything i can to support it.",1,1,1,1,1,0,1,0,0,0,0,0,0,0,TRAIN,train,510,0.0018884830642491,0.9981114864349364,LABEL_1
2015,2,Is enough being done to prevent species becoming exstinct?   stance: yes:,"In fairness, belief in evolution implies a necessary belief in extinction--it's not the pretty part, but it's a part of the package.
And while humans have a moral responsibility to moderate their impact on the natural world, we're doing more right now than any species ever has before. Would it be ""enough"" if it offset our impact--which is hardly ""natural""--or are we supposed to save every last species, however unfit?",1,0,0,0,0,0,0,1,1,0,0,0,0,0,TRAIN,train,1401,0.001485829707235,0.9985141158103944,LABEL_1
761,2,"Oil, useless now, ban it   stance: oil is now wholly useless, and should be banned for killing the environment:","Oil has long outlived its use. There is enough plastic in existence that simply recycling what is unused could supply more plastic. All plastic is recyclable.
Battery technology has existed for nearly 10 years now that can give a car up to 400 miles on a single charge. That exceeds many gas-run vehicles on the road today.
All production use oil damages the environment, causes numerous diseases, and is the primary cause of global warming.
Oil spills kill hundreds of thousands of animals per year, as they continue to affect the area of the spill decades after it occurred.
Oil is the primary interest of the US in the middle-east. As such, it is the cause of numerous wars.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,TRAIN,train,527,0.0062037934549152,0.9937962293624878,LABEL_1
657,0,Evolution vs creation:,Evolution is as likely as a tornado going through a junkyard and putting together a 747 Airplane.,1,1,0,1,1,1,1,1,1,0,0,0,0,0,VALID,validation,1597,0.0013199967797845,0.9986799359321594,LABEL_1
1190,1,"What do you think of this situation, i read it and i didn't agree with the outcome...?:","If that is the entire story then that outcome is completely bogus. There is NOTHING wrong with touching another person on the head, shoulder, leg, back, etc. There is only something wrong when a person touches a ""bad"" place, which CLEARLY was not happening and was not going to happen in the middle of the street. 

What should have happened? The parents should have gotten a lecture on teaching their daughter. The daughter should have gotten a lecture on not running into the street. And the man should have gotten a lecture on smartening up in our lawsuit and sex-crime crazed society. There was no need for any trials or arrests. 

And how is someone who was NOT CONVICTED (ie: innocent) of a crime forced to register as a sex offender? That simply doesn't make any sense at all.",1,0,0,0,1,0,1,1,1,0,0,0,0,0,TRAIN,train,831,0.0022306884638965,0.9977693557739258,LABEL_1
396,1,Yea so i'm really drunk right now and i have a question.?:,"This guy's actually got a point. I'm not so sure on the specifics of any yahoo involvement, but I do know for certain that the Chinese government is very oppressive to anyone who questions its motives or policies. Instances may have tailed off over recent years, but beatings and torture are still a regular part of protocol there. America simply chooses to ignore it because we're more concerned with preserving our good economic relations with China, even though a lot of the cheap labor we outsource there is indeed done by slaves. We really should wake up and start seeing the truth.",1,1,1,0,0,0,0,1,1,1,0,1,0,1,TRAIN,train,278,0.0016913700383156,0.9983086585998536,LABEL_1
815,0,Pro choice vs pro life:,"It really depends the situation; if a girl/woman gets raped, it's not fair that she has to keep the child. If a young teen has unprotected sex and ends up with a child, that's her fault for not being prepared.",1,1,1,1,0,0,0,0,0,0,0,0,0,0,TRAIN,train,567,0.3691483438014984,0.630851686000824,LABEL_1
2141,1,What actions need to be taken if you would like to try to take away the rights of your childs other parent?:,"Proof that the other parent is a FELON or is commiting FELONIES right now.. You had a child with this person and you are going to have to SHARE parenting time with this person, unless you can prove in some way that this person is an unfit parent or is in the process of commiting crimes of some kind.. 

Truthfully, this person DESERVES to have parenting time and influence in the course that this child's life is going..",1,0,0,0,1,0,1,0,0,0,0,0,0,0,TRAIN,train,1493,0.0015540443127974,0.9984459280967712,LABEL_1
925,2,Why people in christianity and muslims try too spread their religion are they insecure.   stance: yes:,"Each religion is in the process spreading their count they dont care if they believe from heart.
may be thats the reason why most terrorist are converts,
may thats the reason why most people those who are converts in christianity are poor people.and they aare shown the bait of money.
so wht it is spread of belief or the head count.
i think its the head count.",1,1,1,1,0,0,0,1,1,1,1,1,1,0,TRAIN,train,647,0.0020668061915785,0.9979331493377686,LABEL_1
1584,0,Is porn wrong:,"What do you see in porn?
-> sex
What is sex for?
-> baby making
why should you watch others make baby?
-> pleasure
what causes pleasure?
-> temptation
what do you do to control temptation?
-> then do it...
conclusion: Porn is in a situation where there is temptation to increase the population of the next generation... wow.",1,1,0,1,1,0,1,1,1,1,1,0,0,0,TRAIN,train,1107,0.0022608540020883,0.9977391958236694,LABEL_1
224,0,Pro choice vs pro life:,"for everyone who is talking about RAPE in this subject let me ask you one thing!!!! if you got in a huge fight with someone and ended up breaking your hand or arm... would you cut it off just because it would REMIND you of that expirience???
if your actualy SANE you would say no and if you say yes you need to see a Physiatrist!!!!",1,1,1,1,1,0,1,1,0,1,0,0,0,0,TRAIN,train,157,0.0018176776356995,0.9981822967529296,LABEL_1
1194,1,How can i pay child support if i am unable to work ?:,"Get a job.  Your ex has a child or children to support.  How do you expect them to do it and why should they carry your responsibility for it as well?  GET A JOB!

~  Spoken as the ex who is owed a lot of bucks and know how hard it is when a jerk doesn't pay what he owes.

Are you my ex?  If you are, they are looking for you.....

Best Wishes,

Sue",1,1,1,1,1,1,1,1,1,1,0,0,0,0,TRAIN,train,835,0.0013829639647156,0.9986170530319214,LABEL_1
1653,1,Do you think the bush administration should be able to spy on millions unfettered?:,"Web Master has a point. Not only is it unethical, it resembles the workings of Stalin during the Cold War. But this isnt too unusual. HE seems to make bad and at that HORRIBLE descisions in the oval office, starting with rigging the election. This is a catastrophe, and it doesnt suprise me that his idea of public safety is ruining, ending, and controlling the lives of his citizens, letting the REAL bad guys reign havoc, and be done in time to kill some more of his own people and innocent civilians elsewhere.",1,1,1,1,1,0,1,1,0,1,0,0,0,0,TRAIN,train,1155,0.0013275772798806,0.9986724853515624,LABEL_1
1241,2,Jack thompson   stance: do you think that jack thompson is right. that video games are the reason more and more young people:,"Violence is perpetuated and caused by society.
Advertising reminds us of all the things we do not have and makes us feel inferior for not having them.
The news makes us distrust each other. Our distrust of each other causes us to treat each other not as people but as things to interact with.
We have people screaming at salesmen- why? Because we don't see them as the same as us. What makes a telemarketer so evil but the high pressure of modern living forcing them to not let you off the phone.
We kill because we feel upset with our own lives, we are frustrated because we are sent images of friends that we'll never have, products we can't afford, and movies full of lives we'll never live.
It's not video games, it's televison programming and society that cause this. There are fewer suicides in small farming communities than in large cities, and less murders, because people are more close knit and friendly to each other.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,TEST,test,2007,0.0020567164756357,0.9979432225227356,LABEL_1
412,1,If most of the time a womans reason for getting an abortion have nothing to do with rape and incest?:,"Because in order to deflect from the fact that most women are killing their babies because they're 'inconvenient', they have to do a lot of scaremongering.

So you have the 'rape' and 'incest' scare factors, and throw in the 'back-alley coathanger dying by the 1,000's' myth, and you've eliminated the picture of a tiny baby being chopped up and vaccuumed out, or being burned in a brine solution, or having its head pierced and its brains sucked out.

I guess the feminists are still following Margaret Sanger's eugenicist desire to have fewer minority babies.",1,1,1,1,1,0,1,0,0,0,0,0,0,0,TRAIN,train,291,0.002026141854003,0.99797385931015,LABEL_1
573,1,Should newspapers that work against our war effort be tolerated?:,"Answer is NO! However, I think the bigger problem is finding out who leaks this information, there are a lot of Clinton era hold-overs.

Newspapers are in the business of bashing Bush, so they will do whatever it takes to hinder the war effort, and then hide behind freedom of the press. It is getting people killed, and prolonging the war by telling our enemy everything they need to know.",1,0,0,0,1,0,1,1,0,1,0,0,0,0,TEST,test,1873,0.001390645164065,0.9986093044281006,LABEL_1
2020,2,Muslim integration in britian. bad or good?   stance: bad:,"The muslim integration within Britian is currently a problem. Both sides of the arguement (christians and muslims) are using the debate as a way to integrate more religious power within the country. This is why the archbishop of Canterbury decided to support the integration. Once islam is allowed to run a parallel law system within Britian there would be nothing keeping christianity from running a parallel law system. Its the classic situation that many parents face; you can't give to one child and not expect the other to want the same thing. Eventually there would be a whole spectrum of different law systems in Britian, which is both illegal and totally unneccesary. If a muslim wishes to be tried under Sharia law they can move to a country that has it as their primary law system.",1,1,1,1,1,0,1,1,0,1,0,0,0,0,TRAIN,train,1405,0.0021003293804824,0.9978996515274048,LABEL_1
1609,0,Gay marriage right or wrong:,"The real issue is - why is the government involved in this issue at all? We take a personal, religious institution and regulate it, then the government comes back and wants to redefine it.
It should not be a political issue, because my personal, religious things should be separate from government regulation.
Marriage and the government should not mix. That solves the ""problem"".",1,0,0,0,1,0,1,1,1,1,0,0,0,0,TEST,test,2075,0.0014516541268676,0.9985483288764954,LABEL_1
814,0,Pro choice vs pro life:,"Giving up a child has to be one of the most responsible decisions a woman can make in her life. Have you any idea the responsibility and maturity it takes to make such an important decision?
If a woman can not support a child(Either emotionally, physically, or financially) she should have right to choose to give up that child.",1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRAIN,train,566,0.001679545152001,0.9983204007148744,LABEL_1
883,1,"Patriot act was passed unread, is anyone in congress of usa worth his or her salary ?:","We've got a bunch of Good Ole' Boys up there scratching each others' backs, making a living off of us and turning it into a career. Need to enact term limits of no longer than two terms in both House and Senate. 

Get those 80-yr old geysers outa there. They've already earned their lifetime pension and benefits.

Good people go to D.C. with good intentions, but they can't do anything by themselves. So in order to get their Bills passed, they have to help pass someone else's Bill that is established there and knows how the system works; the Good Ole' Boy System, that is. 

The Good Ole' Boys are just biding their time, keeping their system going and blocking everything else. They work for themselves. 

All incumbents -- OUT!",1,1,0,1,1,0,1,1,1,1,0,0,0,0,TEST,test,1933,0.0015922056045383,0.998407781124115,LABEL_1
81,1,My brother is  @ a tx state prison he's broken his two front dentures and they do not want to fix them!?:,"No.  That is the beauty of the USA, you have no health care.  Why would it change if you had to go to jail while the rest of the public pays their hard earned money into taxes.  You brother is in a jail for a reason, maybe if he had contributed to society instead of commiting crimes he would not be in this situation.  Jail has no company benifits.",1,1,0,1,1,0,1,0,0,0,0,0,0,0,TEST,test,1771,0.0021889104973524,0.9978111386299132,LABEL_1
894,1,What do you think is fair punishment for child molesters? what would you do if it was your own child?:,"They should be tortured.....when they castrate them they should do it without giving them pain medication. I don't think it's fair when people get the death penalty all that they ""suffer"" is a little injection by a lethal shot! When they die they have no worries and then we get to pay for it with our tax dollars!! The person/family they commited the crime against usually is tortured and suffereing for the rest of their lives! It should be ""eye for eye tooth for tooth""",1,1,1,1,1,0,1,0,0,0,0,0,0,0,TRAIN,train,623,0.0017321982886642,0.9982677698135376,LABEL_1
1406,3,"Business review: 1.0 stars
business name: ruby's diner. city: las vegas. categories: diners, restaurants, burgers, american (traditional):","THIS PLACE NOT ONLY HAS NASTY ASS BURGERS BUT THE SERVICE IS HORRIBLE!  

After i orderded people were waiting for over 40 minutes and there plane was boarding so they started yelling into the kitchen ""JUST GIVE ME WHAT U GOT!"" PUAHAHHAA  thats when i relized i should of went elsewhere...

I ordered the ruby burger i realized i may have missed ordered cause i realized there was no cheese with this burger, but come on plz put some mayo on my burger and dont over cook  my paddy!  I felt like i was eating a card board burger! SOOO nasty i only ate most of it cause i paid for it and i was hungry.  Fries were fries nothing special....

Wanted to go to burger king originally but the gate was closed to go there!

NEVER GOIN HERE AGAIN!",1,1,1,1,0,0,0,1,0,1,0,0,0,0,VALID,validation,1670,0.0040881880559027,0.9959118366241456,LABEL_1
1477,0,Should physical education be mandatory in schools:,"I'm in school and P.E. just make kids unhappy,a lot of people get sad because they are chosen last,they can't play for example I suck at P.E. class I hate I'm always the last to be chosen for the teams and it's not cool and it's not just obese kids there are many obese adults who did P.E. and didn't helped in anything",1,0,0,0,0,0,0,1,0,1,0,0,0,0,TRAIN,train,1032,0.0024748635478317,0.997525155544281,LABEL_1
2153,2,"Cmv: the biggest problem with religion isn't the amount of violence waged in its name, but the amount of advancement in science and society that is stifled because of what some believe.:","Hope that didn't come out as too crazy sounding or confusing. But basically I was talking with my parents who are both vehemently religious and I made a realization that while religion does contribute to wars, the biggest problem that religion is that it prevents the spread of advancement in science, specifically in the fields of medicine, climate, and biology (with issues in climate change and evolution), and society, specifically with same-sex marriage, abortion, contraception, marijuana, et cetera.   ",1,0,0,0,1,0,1,0,0,0,0,0,0,0,TEST,test,2186,0.0776246786117553,0.9223753213882446,LABEL_1
74,0,Gay marriage right or wrong:,"If you do not like gay marriage and thing it is wrong then do not watch a gay couple make out.
Who are you to tell people that their veiws are incorrect and that they must change there feelings and that apparently they are wrong. Meanwhile, everyone is entitled to their opinions, but keep them to yourself. Do not try to change others based on your beliefs. It is selfish and takes away self rights.",1,1,0,1,1,0,1,1,1,0,0,0,0,0,TRAIN,train,53,0.0016447139205411,0.9983552098274232,LABEL_1
24,0,Evolution vs creation:,"Believing ""Evolution"" as in Darwinism and the like, is like believing the puzzle can be solved by pouring the pieces out because two pieces kind of stuck together.",1,0,0,0,0,0,0,1,1,0,1,0,0,0,TRAIN,train,17,0.0015988635132089,0.9984011054039,LABEL_1
1056,2,Cmv: feminism as it exists in the modern era is useless and annoying:,"Today I opened the door for a girl and got screamed at, at 8 in the morning. 

Certainly changes need to be made but not in the way it's being approached now. I don't think I've heard one coherent argument. 

Again, I completely support equality but the beating down of every make you come across surely isn't the best way to accomplish things. It's not like I don't support the movement, I just don't fully understand it (in terms of how the goal is being achieved). And every person I've come across supporting it has been mean spirited and a bit of an asshole

I guess what I'm really looking for is proof of what progress is being made recently, or how the aggressiveness pays off. Thanks in advance for any light that can be shed",1,0,0,0,1,0,1,0,0,0,0,0,0,0,TRAIN,train,733,0.0014796671457588,0.9985203146934508,LABEL_1
451,2,Torture: can the u.s. justify it?   stance: no:,"The points against torture are numerous, but the most important one is IT DOESN'T WORK. All of these ""ticking time bomb"" scenarios are fantasy right out of ""24"". That just does not happen in the real world. Another point against it: aren't we supposed to be the good guys? How in the world do we expect to keep our supposed moral superiority when we debase ourselves by stooping to the level of our enemies? If someone wants to argue we need to get down to our enemies level to really be effective in the war on terror, shouldn't we have rounded up all the German-Americans in WWII and burned them in ovens? Shouldn't we have gotten down to the German level to be really effective? I don't think the U.S. can seriously dictate to other countries when it doesn't follow the dictates of its own Constitution.",1,1,1,0,1,0,1,1,1,1,0,0,0,0,TRAIN,train,314,0.0015938411233946,0.9984062314033508,LABEL_1
720,1,Should news outlets first get government approval before reporting stories?:,"If 1/2 the schools in the US thinks yes, then teachers are not doing well in the history aspect of education. Now, these kids need to know their rights, and the rights of others. I thought schools get taught the Constitution and bill of rights. At least I would expect thee civil war to be mentioned before 6th grade, the rest would follow. Freedom of speech, FREEDOM OF PRESS, freedom of religion, and so on. With this knowledge one can understand why America is America and not new great Brittan or some British ruled country paying taxes on land we are not living and harvesting from. ( ha, nowadays, this country is doing all kinds of illegal activities. No wonder why 1/2 the youth is lost and confused)",1,1,1,1,1,0,1,1,0,1,0,0,0,0,VALID,validation,1603,0.0022315494716167,0.9977685213088988,LABEL_1
1825,1,"If  the  ""amnesty"" bill gets passed, and illegal immigrants are only required to pay 3yrs of back taxes.....:","What they are talking about doing is not right. There are current laws on our books that would allow our govt to fine that illegal alien $250,000, plus incarceration, then deportation. Also, there are laws on our books that prohibit employers from hiring undocumented workers. They all need to follow the current laws.  

You are right. If you or I were to disobey the laws like these people are (employers as well as illegal aliens), we would be locked up for years.  It's just not right.",1,1,1,0,1,0,1,0,0,0,0,0,0,0,TRAIN,train,1279,0.0033988859504461,0.996601104736328,LABEL_1
975,0,Is porn wrong:,"The question is: who has the right to prohibit it? Government? Why would there be any pressing need at all for the state to outlaw pornography? Look at Europe- they're cool with pretty much everything. I don't see any moral depravity in Europe, do you?",1,0,0,0,0,0,0,1,1,1,0,0,0,0,TRAIN,train,684,0.0012821545824408,0.9987179040908812,LABEL_1
265,1,"What do you beleive the first amandment protects example: gay marriages, obortions etc...?:","The first amendment, among other things, protects the individual's freedom to associate with whomever he chooses.  As far as I'm concerned, if two fellas want to free associate, they can do it as much as they like.  But the day you tell me that marrying another man is mandatory, that's the day when I leave the US.  Nobody's gonna force me to get gay married.",1,0,0,0,1,1,0,1,0,1,1,0,0,0,TRAIN,train,182,0.0026893895119428,0.9973106384277344,LABEL_1
532,0,Christianity or atheism:,This is the most idiotic debate i have ever seen. HOW you tell me please hoe did we get so perfect were the earth and sun and moon is in the right spot and are bodys function perfectly are hands made distinctively. Cause we were made after his own image.,1,1,1,1,1,0,1,1,1,0,0,0,0,0,TRAIN,train,368,0.0021559095475822,0.997844099998474,LABEL_1
